locus_tag,n_tested,n_up,pct_up
PMT0105,1,0,0.0
PMT0106,1,0,0.0
PMT0108,1,0,0.0
PMT0109,1,0,0.0
PMT0110,1,0,0.0
PMT0111,1,0,0.0
PMT0112,1,0,0.0
PMT0113,1,0,0.0
PMT0114,1,0,0.0
PMT0115,1,0,0.0
PMT0117,1,0,0.0
PMT0118,1,0,0.0
PMT0119,1,0,0.0
PMT0120,1,0,0.0
PMT0121,1,0,0.0
PMT0122,1,0,0.0
PMT0123,1,0,0.0
PMT0124,1,0,0.0
PMT0125,1,0,0.0
PMT0126,1,0,0.0
PMT0127,1,0,0.0
PMT0128,1,0,0.0
PMT0129,1,0,0.0
PMT0130,1,0,0.0
PMT0131,1,0,0.0
PMT0132,1,0,0.0
PMT0133,1,0,0.0
PMT0134,1,0,0.0
PMT0135,1,0,0.0
PMT0136,1,0,0.0
PMT0137,1,0,0.0
PMT0138,1,0,0.0
PMT0139,1,0,0.0
PMT0140,1,0,0.0
PMT0141,1,0,0.0
PMT0142,1,0,0.0
PMT0143,1,0,0.0
PMT0144,1,0,0.0
PMT0145,1,0,0.0
PMT0146,1,0,0.0
PMT0147,1,0,0.0
PMT0148,1,0,0.0
PMT0149,1,0,0.0
PMT0150,1,0,0.0
PMT0151,1,0,0.0
PMT0152,1,0,0.0
PMT0154,1,0,0.0
PMT0155,1,0,0.0
PMT0156,1,0,0.0
PMT0157,1,0,0.0
PMT0158,1,0,0.0
PMT0159,1,0,0.0
PMT0160,1,0,0.0
PMT0162,1,0,0.0
PMT0163,1,0,0.0
PMT0164,1,0,0.0
PMT0165,1,0,0.0
PMT0167,1,0,0.0
PMT0168,1,0,0.0
PMT0169,1,0,0.0
PMT0170,1,0,0.0
PMT0171,1,0,0.0
PMT0172,1,0,0.0
PMT0173,1,0,0.0
PMT0174,1,0,0.0
PMT0175,1,0,0.0
PMT0176,1,0,0.0
PMT0178,1,0,0.0
PMT0179,1,0,0.0
PMT0180,1,0,0.0
PMT0181,1,0,0.0
PMT0182,1,0,0.0
PMT0183,1,0,0.0
PMT0184,1,0,0.0
PMT0185,1,0,0.0
PMT0186,1,0,0.0
PMT0187,1,0,0.0
PMT0188,1,0,0.0
PMT0189,1,0,0.0
PMT0190,1,0,0.0
PMT0191,1,0,0.0
PMT0192,1,0,0.0
PMT0193,1,0,0.0
PMT0194,1,0,0.0
PMT0195,1,0,0.0
PMT0196,1,0,0.0
PMT0197,1,0,0.0
PMT0198,1,0,0.0
PMT0199,1,0,0.0
PMT0200,1,0,0.0
PMT0201,1,0,0.0
PMT0202,1,0,0.0
PMT0203,1,0,0.0
PMT0204,1,0,0.0
PMT0206,1,0,0.0
PMT0207,1,0,0.0
PMT0208,1,0,0.0
PMT0209,1,0,0.0
PMT0210,1,0,0.0
PMT0211,1,0,0.0
PMT0212,1,0,0.0
PMT0213,1,0,0.0
PMT0214,1,0,0.0
PMT0215,1,0,0.0
PMT0216,1,0,0.0
PMT0217,1,0,0.0
PMT0218,1,0,0.0
PMT0219,1,0,0.0
PMT0220,1,0,0.0
PMT0221,1,0,0.0
PMT0222,1,0,0.0
PMT0223,1,0,0.0
PMT0224,1,0,0.0
PMT0225,1,0,0.0
PMT0226,1,0,0.0
PMT0227,1,0,0.0
PMT0228,1,0,0.0
PMT0229,1,0,0.0
PMT0230,1,0,0.0
PMT0231,1,0,0.0
PMT0233,1,0,0.0
PMT0234,1,0,0.0
PMT0235,1,0,0.0
PMT0236,1,0,0.0
PMT0237,1,0,0.0
PMT0238,1,0,0.0
PMT0239,1,0,0.0
PMT0243,1,0,0.0
PMT0244,1,0,0.0
PMT0246,1,0,0.0
PMT0248,1,0,0.0
PMT0249,1,0,0.0
PMT0250,1,0,0.0
PMT0251,1,0,0.0
PMT0252,1,0,0.0
PMT0253,1,0,0.0
PMT0254,1,0,0.0
PMT0255,1,0,0.0
PMT0256,1,0,0.0
PMT0257,1,0,0.0
PMT0258,1,0,0.0
PMT0259,1,0,0.0
PMT0261,1,0,0.0
PMT0262,1,0,0.0
PMT0263,1,0,0.0
PMT0264,1,0,0.0
PMT0265,1,0,0.0
PMT0266,1,0,0.0
PMT0267,1,0,0.0
PMT0268,1,0,0.0
PMT0269,1,0,0.0
PMT0270,1,0,0.0
PMT0271,1,0,0.0
PMT0272,1,0,0.0
PMT0273,1,0,0.0
PMT0274,1,0,0.0
PMT0275,1,0,0.0
PMT0276,1,0,0.0
PMT0277,1,0,0.0
PMT0278,1,0,0.0
PMT0279,1,0,0.0
PMT0280,1,0,0.0
PMT0281,1,0,0.0
PMT0282,1,0,0.0
PMT0283,1,0,0.0
PMT0284,1,0,0.0
PMT0285,1,0,0.0
PMT0286,1,0,0.0
PMT0287,1,0,0.0
PMT0288,1,0,0.0
PMT0290,1,0,0.0
PMT0291,1,0,0.0
PMT0292,1,0,0.0
PMT0293,1,0,0.0
PMT0294,1,0,0.0
PMT0295,1,0,0.0
PMT0296,1,0,0.0
PMT0297,1,0,0.0
PMT0298,1,0,0.0
PMT0299,1,0,0.0
PMT0300,1,0,0.0
PMT0301,1,0,0.0
PMT0302,1,0,0.0
PMT0303,1,0,0.0
PMT0305,1,0,0.0
PMT0306,1,0,0.0
PMT0308,1,0,0.0
PMT0309,1,0,0.0
PMT0310,1,0,0.0
PMT0311,1,0,0.0
PMT0312,1,0,0.0
PMT0313,1,0,0.0
PMT0314,1,0,0.0
PMT0315,1,0,0.0
PMT0316,1,0,0.0
PMT0317,1,0,0.0
PMT0319,1,0,0.0
PMT0320,1,0,0.0
PMT0321,1,0,0.0
PMT0322,1,0,0.0
PMT0323,1,0,0.0
PMT0324,1,0,0.0
PMT0325,1,0,0.0
PMT0326,1,0,0.0
PMT0327,1,0,0.0
PMT0328,1,0,0.0
PMT0329,1,0,0.0
PMT0331,1,0,0.0
PMT0332,1,0,0.0
PMT0333,1,0,0.0
PMT0334,1,0,0.0
PMT0335,1,0,0.0
PMT0336,1,0,0.0
PMT0337,1,0,0.0
PMT0338,1,0,0.0
PMT0339,1,0,0.0
PMT0340,1,0,0.0
PMT0341,1,0,0.0
PMT0343,1,0,0.0
PMT0344,1,0,0.0
PMT0345,1,0,0.0
PMT0346,1,1,100.0
PMT0347,1,0,0.0
PMT0348,1,0,0.0
PMT0349,1,0,0.0
PMT0350,1,0,0.0
PMT0351,1,0,0.0
PMT0352,1,0,0.0
PMT0353,1,0,0.0
PMT0354,1,0,0.0
PMT0355,1,0,0.0
PMT0357,1,0,0.0
PMT0358,1,0,0.0
PMT0361,1,0,0.0
PMT0362,1,0,0.0
PMT0363,1,0,0.0
PMT0364,1,0,0.0
PMT0365,1,0,0.0
PMT0366,1,0,0.0
PMT0367,1,0,0.0
PMT0368,1,0,0.0
PMT0369,1,0,0.0
PMT0370,1,0,0.0
PMT0372,1,0,0.0
PMT0373,1,0,0.0
PMT0374,1,0,0.0
PMT0375,1,0,0.0
PMT0376,1,0,0.0
PMT0377,1,0,0.0
PMT0378,1,0,0.0
PMT0379,1,0,0.0
PMT0380,1,0,0.0
PMT0381,1,0,0.0
PMT0382,1,0,0.0
PMT0383,1,0,0.0
PMT0384,1,0,0.0
PMT0385,1,0,0.0
PMT0386,1,0,0.0
PMT0387,1,0,0.0
PMT0388,1,0,0.0
PMT0389,1,0,0.0
PMT0390,1,0,0.0
PMT0391,1,0,0.0
PMT0392,1,0,0.0
PMT0393,1,0,0.0
PMT0394,1,0,0.0
PMT0395,1,0,0.0
PMT0396,1,0,0.0
PMT0397,1,0,0.0
PMT0398,1,0,0.0
PMT0399,1,0,0.0
PMT0400,1,0,0.0
PMT0401,1,0,0.0
PMT0402,1,0,0.0
PMT0403,1,0,0.0
PMT0404,1,0,0.0
PMT0405,1,0,0.0
PMT0406,1,0,0.0
PMT0407,1,0,0.0
PMT0408,1,0,0.0
PMT0409,1,0,0.0
PMT0410,1,0,0.0
PMT0411,1,0,0.0
PMT0412,1,0,0.0
PMT0413,1,0,0.0
PMT0414,1,0,0.0
PMT0415,1,0,0.0
PMT0416,1,0,0.0
PMT0417,1,0,0.0
PMT0418,1,0,0.0
PMT0419,1,0,0.0
PMT0420,1,0,0.0
PMT0421,1,0,0.0
PMT0422,1,0,0.0
PMT0423,1,0,0.0
PMT0424,1,0,0.0
PMT0425,1,0,0.0
PMT0426,1,0,0.0
PMT0427,1,0,0.0
PMT0428,1,0,0.0
PMT0429,1,0,0.0
PMT0430,1,0,0.0
PMT0431,1,0,0.0
PMT0432,1,0,0.0
PMT0433,1,0,0.0
PMT0434,1,0,0.0
PMT0435,1,0,0.0
PMT0436,1,0,0.0
PMT0437,1,0,0.0
PMT0438,1,0,0.0
PMT0439,1,0,0.0
PMT0440,1,0,0.0
PMT0441,1,0,0.0
PMT0442,1,0,0.0
PMT0443,1,0,0.0
PMT0444,1,0,0.0
PMT0445,1,0,0.0
PMT0446,1,0,0.0
PMT0447,1,0,0.0
PMT0449,1,0,0.0
PMT0450,1,0,0.0
PMT0451,1,0,0.0
PMT0452,1,0,0.0
PMT0453,1,0,0.0
PMT0454,1,0,0.0
PMT0455,1,0,0.0
PMT0456,1,0,0.0
PMT0457,1,0,0.0
PMT0458,1,0,0.0
PMT0459,1,0,0.0
PMT0460,1,0,0.0
PMT0461,1,0,0.0
PMT0462,1,0,0.0
PMT0463,1,0,0.0
PMT0464,1,0,0.0
PMT0465,1,0,0.0
PMT0466,1,0,0.0
PMT0467,1,0,0.0
PMT0468,1,0,0.0
PMT0469,1,0,0.0
PMT0470,1,0,0.0
PMT0471,1,0,0.0
PMT0472,1,0,0.0
PMT0473,1,0,0.0
PMT0474,1,0,0.0
PMT0475,1,0,0.0
PMT0476,1,0,0.0
PMT0477,1,0,0.0
PMT0478,1,0,0.0
PMT0479,1,0,0.0
PMT0480,1,0,0.0
PMT0481,1,0,0.0
PMT0482,1,0,0.0
PMT0483,1,0,0.0
PMT0484,1,0,0.0
PMT0485,1,0,0.0
PMT0486,1,0,0.0
PMT0487,1,0,0.0
PMT0489,1,0,0.0
PMT0492,1,0,0.0
PMT0493,1,0,0.0
PMT0494,1,0,0.0
PMT0495,1,0,0.0
PMT0496,1,0,0.0
PMT0497,1,0,0.0
PMT0498,1,0,0.0
PMT0499,1,0,0.0
PMT0500,1,0,0.0
PMT0501,1,0,0.0
PMT0502,1,0,0.0
PMT0503,1,0,0.0
PMT0504,1,0,0.0
PMT0505,1,0,0.0
PMT0506,1,0,0.0
PMT0509,1,0,0.0
PMT0510,1,0,0.0
PMT0511,1,0,0.0
PMT0512,1,0,0.0
PMT0513,1,0,0.0
PMT0514,1,0,0.0
PMT0515,1,0,0.0
PMT0516,1,0,0.0
PMT0517,1,0,0.0
PMT0518,1,0,0.0
PMT0519,1,0,0.0
PMT0520,1,0,0.0
PMT0521,1,0,0.0
PMT0522,1,0,0.0
PMT0523,1,0,0.0
PMT0524,1,0,0.0
PMT0525,1,0,0.0
PMT0526,1,0,0.0
PMT0527,1,0,0.0
PMT0528,1,0,0.0
PMT0529,1,0,0.0
PMT0530,1,0,0.0
PMT0531,1,0,0.0
PMT0532,1,0,0.0
PMT0533,1,0,0.0
PMT0534,1,0,0.0
PMT0535,1,0,0.0
PMT0536,1,0,0.0
PMT0537,1,0,0.0
PMT0538,1,0,0.0
PMT0539,1,0,0.0
PMT0540,1,0,0.0
PMT0541,1,0,0.0
PMT0542,1,0,0.0
PMT0543,1,0,0.0
PMT0544,1,0,0.0
PMT0545,1,0,0.0
PMT0546,1,0,0.0
PMT0547,1,0,0.0
PMT0548,1,0,0.0
PMT0550,1,0,0.0
PMT0551,1,0,0.0
PMT0552,1,0,0.0
PMT0553,1,0,0.0
PMT0554,1,0,0.0
PMT0555,1,0,0.0
PMT0556,1,0,0.0
PMT0557,1,0,0.0
PMT0558,1,0,0.0
PMT0559,1,0,0.0
PMT0560,1,0,0.0
PMT0561,1,0,0.0
PMT0562,1,0,0.0
PMT0563,1,0,0.0
PMT0564,1,0,0.0
PMT0565,1,0,0.0
PMT0566,1,0,0.0
PMT0567,1,0,0.0
PMT0568,1,0,0.0
PMT0569,1,0,0.0
PMT0570,1,0,0.0
PMT0571,1,0,0.0
PMT0572,1,0,0.0
PMT0573,1,0,0.0
PMT0574,1,0,0.0
PMT0575,1,0,0.0
PMT0576,1,0,0.0
PMT0577,1,0,0.0
PMT0578,1,0,0.0
PMT0579,1,0,0.0
PMT0580,1,0,0.0
PMT0581,1,0,0.0
PMT0582,1,0,0.0
PMT0583,1,0,0.0
PMT0584,1,0,0.0
PMT0585,1,0,0.0
PMT0587,1,0,0.0
PMT0588,1,0,0.0
PMT0589,1,0,0.0
PMT0590,1,0,0.0
PMT0591,1,0,0.0
PMT0592,1,0,0.0
PMT0593,1,0,0.0
PMT0594,1,0,0.0
PMT0595,1,0,0.0
PMT0596,1,0,0.0
PMT0597,1,0,0.0
PMT0598,1,0,0.0
PMT0599,1,0,0.0
PMT0600,1,0,0.0
PMT0602,1,0,0.0
PMT0603,1,0,0.0
PMT0604,1,0,0.0
PMT0605,1,0,0.0
PMT0606,1,0,0.0
PMT0607,1,0,0.0
PMT0608,1,0,0.0
PMT0609,1,0,0.0
PMT0611,1,0,0.0
PMT0612,1,0,0.0
PMT0614,1,0,0.0
PMT0615,1,0,0.0
PMT0616,1,0,0.0
PMT0617,1,0,0.0
PMT0618,1,0,0.0
PMT0619,1,0,0.0
PMT0620,1,0,0.0
PMT0621,1,0,0.0
PMT0622,1,0,0.0
PMT0624,1,0,0.0
PMT0625,1,0,0.0
PMT0626,1,0,0.0
PMT0627,1,0,0.0
PMT0628,1,0,0.0
PMT0629,1,0,0.0
PMT0630,1,0,0.0
PMT0631,1,0,0.0
PMT0632,1,0,0.0
PMT0633,1,0,0.0
PMT0634,1,0,0.0
PMT0635,1,0,0.0
PMT0636,1,0,0.0
PMT0637,1,0,0.0
PMT0638,1,0,0.0
PMT0639,1,0,0.0
PMT0640,1,0,0.0
PMT0641,1,0,0.0
PMT0642,1,0,0.0
PMT0643,1,0,0.0
PMT0644,1,0,0.0
PMT0645,1,0,0.0
PMT0646,1,0,0.0
PMT0647,1,0,0.0
PMT0648,1,0,0.0
PMT0649,1,0,0.0
PMT0650,1,0,0.0
PMT0651,1,0,0.0
PMT0652,1,0,0.0
PMT0653,1,0,0.0
PMT0654,1,0,0.0
PMT0655,1,0,0.0
PMT0656,1,0,0.0
PMT0657,1,0,0.0
PMT0658,1,0,0.0
PMT0659,1,0,0.0
PMT0660,1,0,0.0
PMT0661,1,0,0.0
PMT0662,1,0,0.0
PMT0663,1,0,0.0
PMT0664,1,0,0.0
PMT0665,1,0,0.0
PMT0666,1,0,0.0
PMT0667,1,0,0.0
PMT0668,1,0,0.0
PMT0669,1,0,0.0
PMT0671,1,0,0.0
PMT0672,1,0,0.0
PMT0674,1,0,0.0
PMT0675,1,0,0.0
PMT0676,1,0,0.0
PMT0677,1,0,0.0
PMT0678,1,0,0.0
PMT0679,1,0,0.0
PMT0680,1,0,0.0
PMT0681,1,0,0.0
PMT0682,1,0,0.0
PMT0683,1,0,0.0
PMT0685,1,0,0.0
PMT0686,1,0,0.0
PMT0687,1,0,0.0
PMT0688,1,0,0.0
PMT0689,1,0,0.0
PMT0690,1,0,0.0
PMT0691,1,0,0.0
PMT0692,1,0,0.0
PMT0693,1,0,0.0
PMT0694,1,0,0.0
PMT0695,1,0,0.0
PMT0696,1,0,0.0
PMT0697,1,0,0.0
PMT0698,1,0,0.0
PMT0699,1,0,0.0
PMT0703,1,0,0.0
PMT0704,1,0,0.0
PMT0705,1,0,0.0
PMT0706,1,0,0.0
PMT0707,1,0,0.0
PMT0708,1,0,0.0
PMT0709,1,0,0.0
PMT0710,1,0,0.0
PMT0711,1,0,0.0
PMT0712,1,0,0.0
PMT0713,1,0,0.0
PMT0714,1,0,0.0
PMT0715,1,0,0.0
PMT0716,1,0,0.0
PMT0717,1,0,0.0
PMT0719,1,0,0.0
PMT0720,1,0,0.0
PMT0721,1,0,0.0
PMT0722,1,0,0.0
PMT0723,1,0,0.0
PMT0724,1,0,0.0
PMT0725,1,0,0.0
PMT0726,1,0,0.0
PMT0727,1,0,0.0
PMT0728,1,0,0.0
PMT0729,1,0,0.0
PMT0730,1,0,0.0
PMT0731,1,0,0.0
PMT0732,1,0,0.0
PMT0734,1,0,0.0
PMT0735,1,0,0.0
PMT0736,1,0,0.0
PMT0737,1,0,0.0
PMT0738,1,0,0.0
PMT0740,1,0,0.0
PMT0741,1,0,0.0
PMT0742,1,0,0.0
PMT0743,1,0,0.0
PMT0744,1,0,0.0
PMT0745,1,0,0.0
PMT0746,1,0,0.0
PMT0747,1,0,0.0
PMT0748,1,0,0.0
PMT0749,1,0,0.0
PMT0750,1,0,0.0
PMT0751,1,0,0.0
PMT0752,1,0,0.0
PMT0754,1,0,0.0
PMT0755,1,0,0.0
PMT0756,1,0,0.0
PMT0758,1,0,0.0
PMT0759,1,0,0.0
PMT0760,1,0,0.0
PMT0761,1,0,0.0
PMT0762,1,0,0.0
PMT0763,1,0,0.0
PMT0765,1,0,0.0
PMT0766,1,0,0.0
PMT0767,1,0,0.0
PMT0768,1,0,0.0
PMT0769,1,0,0.0
PMT0770,1,0,0.0
PMT0771,1,0,0.0
PMT0772,1,0,0.0
PMT0773,1,0,0.0
PMT0774,1,0,0.0
PMT0775,1,0,0.0
PMT0776,1,0,0.0
PMT0777,1,0,0.0
PMT0778,1,0,0.0
PMT0779,1,0,0.0
PMT0783,1,0,0.0
PMT0784,1,0,0.0
PMT0785,1,0,0.0
PMT0786,1,0,0.0
PMT0787,1,0,0.0
PMT0788,1,0,0.0
PMT0789,1,0,0.0
PMT0791,1,0,0.0
PMT0792,1,0,0.0
PMT0793,1,0,0.0
PMT0794,1,0,0.0
PMT0795,1,0,0.0
PMT0796,1,0,0.0
PMT0797,1,0,0.0
PMT0798,1,0,0.0
PMT0799,1,0,0.0
PMT0800,1,0,0.0
PMT0801,1,0,0.0
PMT0802,1,0,0.0
PMT0803,1,0,0.0
PMT0804,1,0,0.0
PMT0805,1,0,0.0
PMT0806,1,0,0.0
PMT0807,1,0,0.0
PMT0808,1,0,0.0
PMT0809,1,0,0.0
PMT0810,1,0,0.0
PMT0811,1,0,0.0
PMT0812,1,0,0.0
PMT0813,1,0,0.0
PMT0814,1,0,0.0
PMT0815,1,0,0.0
PMT0816,1,0,0.0
PMT0817,1,0,0.0
PMT0818,1,0,0.0
PMT0819,1,0,0.0
PMT0820,1,0,0.0
PMT0821,1,0,0.0
PMT0822,1,0,0.0
PMT0823,1,0,0.0
PMT0824,1,0,0.0
PMT0825,1,0,0.0
PMT0826,1,0,0.0
PMT0827,1,0,0.0
PMT0828,1,0,0.0
PMT0830,1,0,0.0
PMT0832,1,0,0.0
PMT0833,1,0,0.0
PMT0834,1,0,0.0
PMT0835,1,0,0.0
PMT0836,1,0,0.0
PMT0837,1,0,0.0
PMT0838,1,0,0.0
PMT0839,1,0,0.0
PMT0840,1,0,0.0
PMT0843,1,0,0.0
PMT0844,1,0,0.0
PMT0845,1,0,0.0
PMT0846,1,0,0.0
PMT0847,1,0,0.0
PMT0848,1,0,0.0
PMT0849,1,0,0.0
PMT0850,1,0,0.0
PMT0851,1,0,0.0
PMT0852,1,0,0.0
PMT0853,1,0,0.0
PMT0854,1,0,0.0
PMT0855,1,0,0.0
PMT0856,1,0,0.0
PMT0857,1,0,0.0
PMT0859,1,0,0.0
PMT0860,1,0,0.0
PMT0861,1,0,0.0
PMT0862,1,0,0.0
PMT0863,1,0,0.0
PMT0864,1,0,0.0
PMT0865,1,0,0.0
PMT0866,1,0,0.0
PMT0868,1,0,0.0
PMT0869,1,0,0.0
PMT0870,1,0,0.0
PMT0871,1,0,0.0
PMT0872,1,0,0.0
PMT0873,1,0,0.0
PMT0874,1,0,0.0
PMT0875,1,0,0.0
PMT0876,1,0,0.0
PMT0877,1,0,0.0
PMT0878,1,0,0.0
PMT0880,1,0,0.0
PMT0881,1,0,0.0
PMT0882,1,0,0.0
PMT0883,1,0,0.0
PMT0884,1,0,0.0
PMT0886,1,0,0.0
PMT0888,1,0,0.0
PMT0889,1,0,0.0
PMT0890,1,0,0.0
PMT0891,1,0,0.0
PMT0892,1,0,0.0
PMT0893,1,0,0.0
PMT0895,1,0,0.0
PMT0898,1,0,0.0
PMT0899,1,0,0.0
PMT0900,1,0,0.0
PMT0901,1,0,0.0
PMT0902,1,0,0.0
PMT0903,1,0,0.0
PMT0904,1,0,0.0
PMT0905,1,0,0.0
PMT0906,1,0,0.0
PMT0908,1,1,100.0
PMT0909,1,0,0.0
PMT0910,1,0,0.0
PMT0911,1,0,0.0
PMT0912,1,0,0.0
PMT0914,1,0,0.0
PMT0916,1,0,0.0
PMT0917,1,0,0.0
PMT0918,1,0,0.0
PMT0919,1,0,0.0
PMT0920,1,0,0.0
PMT0921,1,0,0.0
PMT0923,1,0,0.0
PMT0924,1,0,0.0
PMT0925,1,0,0.0
PMT0926,1,0,0.0
PMT0927,1,0,0.0
PMT0930,1,0,0.0
PMT0931,1,0,0.0
PMT0932,1,0,0.0
PMT0934,1,0,0.0
PMT0935,1,0,0.0
PMT0936,1,0,0.0
PMT0937,1,0,0.0
PMT0938,1,0,0.0
PMT0939,1,1,100.0
PMT0941,1,0,0.0
PMT0943,1,0,0.0
PMT0944,1,0,0.0
PMT0945,1,0,0.0
PMT0946,1,0,0.0
PMT0947,1,0,0.0
PMT0948,1,0,0.0
PMT0949,1,0,0.0
PMT0950,1,0,0.0
PMT0951,1,1,100.0
PMT0952,1,0,0.0
PMT0953,1,0,0.0
PMT0954,1,0,0.0
PMT0955,1,0,0.0
PMT0957,1,0,0.0
PMT0958,1,0,0.0
PMT0963,1,0,0.0
PMT0964,1,1,100.0
PMT0965,1,0,0.0
PMT0966,1,0,0.0
PMT0967,1,0,0.0
PMT0968,1,0,0.0
PMT0969,1,0,0.0
PMT0970,1,0,0.0
PMT0972,1,0,0.0
PMT0973,1,0,0.0
PMT0974,1,0,0.0
PMT0975,1,0,0.0
PMT0977,1,0,0.0
PMT0978,1,0,0.0
PMT0979,1,0,0.0
PMT0980,1,0,0.0
PMT0981,1,0,0.0
PMT0982,1,0,0.0
PMT0983,1,0,0.0
PMT0984,1,0,0.0
PMT0985,1,0,0.0
PMT0986,1,0,0.0
PMT0987,1,0,0.0
PMT0988,1,0,0.0
PMT0989,1,0,0.0
PMT0991,1,1,100.0
PMT0992,1,1,100.0
PMT0998,1,0,0.0
PMT0999,1,0,0.0
PMT1002,1,0,0.0
PMT1003,1,0,0.0
PMT1004,1,0,0.0
PMT1005,1,0,0.0
PMT1006,1,0,0.0
PMT1007,1,1,100.0
PMT1008,1,0,0.0
PMT1009,1,0,0.0
PMT1010,1,0,0.0
PMT1011,1,0,0.0
PMT1012,1,0,0.0
PMT1013,1,0,0.0
PMT1014,1,0,0.0
PMT1015,1,0,0.0
PMT1016,1,0,0.0
PMT1017,1,0,0.0
PMT1018,1,0,0.0
PMT1019,1,0,0.0
PMT1020,1,0,0.0
PMT1021,1,0,0.0
PMT1023,1,0,0.0
PMT1024,1,0,0.0
PMT1025,1,0,0.0
PMT1026,1,0,0.0
PMT1027,1,0,0.0
PMT1028,1,0,0.0
PMT1029,1,0,0.0
PMT1031,1,0,0.0
PMT1032,1,0,0.0
PMT1033,1,0,0.0
PMT1034,1,0,0.0
PMT1035,1,0,0.0
PMT1036,1,0,0.0
PMT1037,1,0,0.0
PMT1038,1,0,0.0
PMT1039,1,0,0.0
PMT1040,1,0,0.0
PMT1042,1,0,0.0
PMT1043,1,0,0.0
PMT1044,1,0,0.0
PMT1045,1,0,0.0
PMT1046,1,0,0.0
PMT1047,1,0,0.0
PMT1049,1,0,0.0
PMT1050,1,0,0.0
PMT1051,1,0,0.0
PMT1052,1,0,0.0
PMT1053,1,0,0.0
PMT1054,1,0,0.0
PMT1055,1,0,0.0
PMT1056,1,0,0.0
PMT1057,1,0,0.0
PMT1058,1,0,0.0
PMT1059,1,0,0.0
PMT1060,1,0,0.0
PMT1061,1,0,0.0
PMT1062,1,0,0.0
PMT1063,1,0,0.0
PMT1064,1,0,0.0
PMT1065,1,0,0.0
PMT1066,1,0,0.0
PMT1067,1,0,0.0
PMT1068,1,0,0.0
PMT1069,1,0,0.0
PMT1070,1,0,0.0
PMT1071,1,0,0.0
PMT1072,1,0,0.0
PMT1073,1,0,0.0
PMT1074,1,0,0.0
PMT1075,1,0,0.0
PMT1076,1,0,0.0
PMT1077,1,0,0.0
PMT1078,1,0,0.0
PMT1079,1,0,0.0
PMT1080,1,0,0.0
PMT1081,1,0,0.0
PMT1082,1,0,0.0
PMT1083,1,0,0.0
PMT1084,1,0,0.0
PMT1085,1,0,0.0
PMT1086,1,0,0.0
PMT1087,1,0,0.0
PMT1088,1,0,0.0
PMT1089,1,0,0.0
PMT1090,1,0,0.0
PMT1091,1,0,0.0
PMT1092,1,0,0.0
PMT1093,1,0,0.0
PMT1094,1,0,0.0
PMT1095,1,0,0.0
PMT1096,1,0,0.0
PMT1097,1,0,0.0
PMT1098,1,0,0.0
PMT1099,1,0,0.0
PMT1100,1,0,0.0
PMT1101,1,0,0.0
PMT1102,1,0,0.0
PMT1103,1,0,0.0
PMT1104,1,0,0.0
PMT1105,1,0,0.0
PMT1106,1,0,0.0
PMT1107,1,0,0.0
PMT1108,1,0,0.0
PMT1109,1,0,0.0
PMT1110,1,0,0.0
PMT1111,1,0,0.0
PMT1112,1,0,0.0
PMT1113,1,0,0.0
PMT1114,1,0,0.0
PMT1115,1,0,0.0
PMT1116,1,0,0.0
PMT1117,1,0,0.0
PMT1118,1,0,0.0
PMT1119,1,0,0.0
PMT1120,1,0,0.0
PMT1121,1,0,0.0
PMT1122,1,0,0.0
PMT1123,1,0,0.0
PMT1124,1,0,0.0
PMT1125,1,0,0.0
PMT1126,1,0,0.0
PMT1127,1,0,0.0
PMT1128,1,0,0.0
PMT1129,1,0,0.0
PMT1131,1,0,0.0
PMT1132,1,0,0.0
PMT1133,1,0,0.0
PMT1134,1,0,0.0
PMT1135,1,0,0.0
PMT1136,1,0,0.0
PMT1137,1,0,0.0
PMT1138,1,0,0.0
PMT1139,1,0,0.0
PMT1140,1,0,0.0
PMT1141,1,0,0.0
PMT1142,1,0,0.0
PMT1143,1,0,0.0
PMT1144,1,1,100.0
PMT1145,1,0,0.0
PMT1146,1,0,0.0
PMT1147,1,0,0.0
PMT1148,1,0,0.0
PMT1149,1,0,0.0
PMT1151,1,0,0.0
PMT1152,1,0,0.0
PMT1153,1,1,100.0
PMT1155,1,0,0.0
PMT1156,1,0,0.0
PMT1157,1,0,0.0
PMT1158,1,0,0.0
PMT1159,1,0,0.0
PMT1160,1,0,0.0
PMT1161,1,0,0.0
PMT1162,1,0,0.0
PMT1163,1,0,0.0
PMT1164,1,0,0.0
PMT1165,1,0,0.0
PMT1166,1,0,0.0
PMT1167,1,0,0.0
PMT1168,1,0,0.0
PMT1169,1,0,0.0
PMT1170,1,0,0.0
PMT1171,1,0,0.0
PMT1172,1,0,0.0
PMT1173,1,0,0.0
PMT1174,1,0,0.0
PMT1175,1,0,0.0
PMT1176,1,0,0.0
PMT1177,1,0,0.0
PMT1178,1,0,0.0
PMT1179,1,0,0.0
PMT1180,1,0,0.0
PMT1181,1,0,0.0
PMT1182,1,0,0.0
PMT1183,1,0,0.0
PMT1184,1,0,0.0
PMT1185,1,0,0.0
PMT1186,1,0,0.0
PMT1187,1,0,0.0
PMT1188,1,0,0.0
PMT1189,1,0,0.0
PMT1190,1,0,0.0
PMT1191,1,0,0.0
PMT1192,1,0,0.0
PMT1193,1,0,0.0
PMT1194,1,0,0.0
PMT1195,1,0,0.0
PMT1196,1,0,0.0
PMT1197,1,0,0.0
