gene_name,n_or_p,experiment_id,nutrient,organism_name,match_type,locus_tag,status,log2fc,padj,timepoint
mfs,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT0999,not_significant,-0.083688806,1.0,12h
phoB,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT0994,not_significant,-0.327535737,1.0,12h
phoE,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT0998,not_significant,-0.666520922,1.0,12h
phoR,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT_0997,not_significant,0.780556089,1.0,12h
phnD,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT0780,not_significant,-1.338309456,1.0,12h
ppA,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT1275,not_significant,-0.082086482,1.0,12h
ppK,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT2245,not_significant,0.084983611,1.0,12h
ppX,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT1327,not_significant,-0.017905616,1.0,12h
pstA,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT0701,not_significant,-0.316548478,1.0,12h
pstB,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT0700,not_significant,-0.297895945,1.0,12h
pstC,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT0702,not_significant,0.136523342,1.0,12h
pstS,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT0993,not_significant,0.533409089,1.0,12h
sqdB,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT0050,not_significant,-0.523154228,1.0,12h
phnC,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT0781,not_significant,-0.594250439,1.0,12h
phnE,P,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,cross,PMT0782,not_significant,-0.103731105,1.0,12h
natF,N,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,matched,PMT0897,not_significant,0.082667348,1.0,12h
natG,N,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,matched,PMT0896,not_significant,-0.855949632,1.0,12h
natH,N,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,matched,PMT0894,not_significant,-0.522500166,1.0,12h
focA,N,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,matched,PMT2240,significant_up,4.27783732753636,0.01,12h
nirA,N,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,matched,PMT2239,significant_up,4.81638652566692,0.01,12h
nirX,N,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,matched,PMT2241,significant_up,3.26282239356254,0.01,12h
gdhA,N,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,Prochlorococcus MIT9313,matched,PMT0623,not_significant,0.017309404,1.0,12h
cynA,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,,no_locus_in_strain,,,59h
cynB,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,,no_locus_in_strain,,,59h
cynD,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,,no_locus_in_strain,,,59h
PMM721,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,59h
unkP2,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,59h
unkP3,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,59h
unkP4,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,59h
unkP5,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,59h
PMM719,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,59h
PMM722,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,59h
PsiP1,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,59h
nadB2,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,,no_locus_in_strain,,,59h
gdhA,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,,no_locus_in_strain,,,59h
amtB/amt1,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1629,not_significant,,,59h
cynS,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1390,not_significant,,,59h
nadB,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1468,not_significant,,,59h
thiO,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1380,not_significant,,,59h
ureA,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1053,not_significant,,,59h
ureB,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1054,not_significant,,,59h
ureC,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1055,not_significant,,,59h
ureD,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1052,not_significant,,,59h
ureE,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1051,not_significant,,,59h
ureF,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1050,not_significant,,,59h
ureG,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1049,not_significant,,,59h
ntcA,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1612,not_significant,,,59h
pipX,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1728,not_significant,,,59h
glnA,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_0141,not_significant,,,59h
glsF,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1078,not_significant,,,59h
urtA,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1048,not_significant,,,59h
urtC,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1046,not_significant,,,59h
urtD,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1045,not_significant,,,59h
urtE,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1044,not_significant,,,59h
phoA,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0439,significant_up,6.75,0.03,59h
PMM707,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0438,significant_up,3.06,0.00147,59h
acr3/arsB,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0447,not_significant,,,59h
arsR,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0446,not_significant,,,59h
chrA,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0443,not_significant,,,59h
gap3,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0445,significant_up,1.71,2.73e-07,59h
mfs,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0444,significant_up,1.31,0.03,59h
phoB,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0436,significant_up,3.06,6.3e-11,59h
phoE,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0440,significant_up,6.69,3.93e-11,59h
phoR,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0437,significant_up,1.76,0.00443,59h
ptrA,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0435,not_significant,5.91,0.18,59h
unkP1,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_1997,not_significant,1.91,0.07,59h
phnD,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0105,not_significant,,,59h
ppA,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_1827,not_significant,,,59h
ppK,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_1304,not_significant,,,59h
ppX,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_1789,not_significant,,,59h
pstA,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0310,significant_up,1.73,4.36e-05,59h
pstB,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0309,significant_up,1.31,0.03,59h
pstC,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0311,significant_up,1.18,0.00121,59h
pstS,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0441,significant_up,4.86,8.38e-06,59h
sqdB,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_1264,not_significant,,,59h
phnC,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0104,not_significant,,,59h
phnE,P,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0103,not_significant,,,59h
natF,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_0614,not_significant,,,59h
natG,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_0613,not_significant,,,59h
natH,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_0612,not_significant,,,59h
focA,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1299,not_significant,,,59h
nirA,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1298,not_significant,,,59h
nirX,N,10.1111/1462-2920.13104_phosphorus_plimited_natl2a_rnaseq_uninfected,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1300,not_significant,,,59h
cynA,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,,no_locus_in_strain,,,
cynB,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,,no_locus_in_strain,,,
cynD,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,,no_locus_in_strain,,,
cynS,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,,no_locus_in_strain,,,
PMM721,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,,no_locus_in_strain,,,
acr3/arsB,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,,no_locus_in_strain,,,
ptrA,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,,no_locus_in_strain,,,
unkP2,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,,no_locus_in_strain,,,
unkP3,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,,no_locus_in_strain,,,
unkP4,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,,no_locus_in_strain,,,
PMM719,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,,no_locus_in_strain,,,
PMM722,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,,no_locus_in_strain,,,
PsiP1,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,,no_locus_in_strain,,,
focA,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,,no_locus_in_strain,,,
nirA,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,,no_locus_in_strain,,,
nirX,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,,no_locus_in_strain,,,
gdhA,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,,no_locus_in_strain,,,
amtB/amt1,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0265,no_data_at_timepoint,,,
nadB,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0104,no_data_at_timepoint,,,
thiO,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0048,no_data_at_timepoint,,,
ureA,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0834,no_data_at_timepoint,,,
ureB,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0835,no_data_at_timepoint,,,
ureC,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0836,no_data_at_timepoint,,,
ureD,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0833,no_data_at_timepoint,,,
ureE,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0832,no_data_at_timepoint,,,
ureF,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0831,no_data_at_timepoint,,,
ureG,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0830,no_data_at_timepoint,,,
ntcA,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0248,no_data_at_timepoint,,,
pipX,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0389,no_data_at_timepoint,,,
glnA,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0880,no_data_at_timepoint,,,
glsF,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_1604,no_data_at_timepoint,,,
urtA,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0829,no_data_at_timepoint,,,
urtC,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0827,no_data_at_timepoint,,,
urtD,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0826,no_data_at_timepoint,,,
urtE,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_0825,no_data_at_timepoint,,,
phoA,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0720,significant_up,3.2250368285170405,,
PMM707,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0719,no_data_at_timepoint,,,
arsR,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0726,no_data_at_timepoint,,,
chrA,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0723,no_data_at_timepoint,,,
gap3,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0725,no_data_at_timepoint,,,
mfs,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0724,no_data_at_timepoint,,,
phoB,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0717,no_data_at_timepoint,,,
phoE,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0721,significant_up,3.987145802548806,,
phoR,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0718,no_data_at_timepoint,,,
unkP1,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_1857,no_data_at_timepoint,,,
unkP5,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_1520,no_data_at_timepoint,,,
phnD,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0673,no_data_at_timepoint,,,
ppA,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0495,no_data_at_timepoint,,,
ppK,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_1789,no_data_at_timepoint,,,
ppX,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0457,no_data_at_timepoint,,,
pstA,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0728,no_data_at_timepoint,,,
pstB,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0729,no_data_at_timepoint,,,
pstC,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0727,no_data_at_timepoint,,,
pstS,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0722,significant_up,1.7331539556651812,,
sqdB,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_1757,no_data_at_timepoint,,,
phnC,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0672,no_data_at_timepoint,,,
phnE,P,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,matched,PMT9312_0671,no_data_at_timepoint,,,
nadB2,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_1354,no_data_at_timepoint,,,
natF,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_1168,no_data_at_timepoint,,,
natG,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_1167,no_data_at_timepoint,,,
natH,N,10.1186/2046-9063-8-7_pi_limitation_mit9312_itraq,phosphorus,Prochlorococcus MIT9312,cross,PMT9312_1166,no_data_at_timepoint,,,
cynA,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,,no_locus_in_strain,,,
cynB,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,,no_locus_in_strain,,,
cynD,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,,no_locus_in_strain,,,
PMM721,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,
unkP2,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,
unkP3,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,
unkP4,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,
unkP5,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,
PMM719,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,
PMM722,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,
PsiP1,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,,no_locus_in_strain,,,
nadB2,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,,no_locus_in_strain,,,
gdhA,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,,no_locus_in_strain,,,
amtB/amt1,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1629,no_data_at_timepoint,,,
cynS,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1390,no_data_at_timepoint,,,
nadB,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1468,no_data_at_timepoint,,,
thiO,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1380,no_data_at_timepoint,,,
ureA,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1053,no_data_at_timepoint,,,
