group,organism_name,locus_tag,experiment_id,omics_type,timepoint,log2fc,padj,expression_status
background_N,Prochlorococcus MED4,PMM0878,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.743573824564617,0.0247853386361211,not_significant
background_N,Prochlorococcus MED4,PMM1368,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.739150047302247,0.44157646413709,not_significant
background_N,Prochlorococcus MED4,PMM0698,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.73218531,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0533,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,-0.73,0.42,not_significant
background_N,Prochlorococcus MED4,PMM0732,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.724969735,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1140,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-0.724246794,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0812,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.7237856393191489,0.1162141343864074,not_significant
background_N,Prochlorococcus MED4,PMM0995,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-0.723614681,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0014,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.723340224,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0529,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.72284730275472,0.0348453227940225,not_significant
background_N,Prochlorococcus MED4,PMM0990,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.722291179,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0033,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.720839482,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1183,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-0.72,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1372,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,-0.72,0.44,not_significant
background_N,Prochlorococcus MED4,PMM1387,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,0.719184782,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0646,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.718808671,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0313,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,-0.7183220318316748,0.001043610251204,not_significant
background_N,Prochlorococcus MED4,PMM0458,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.718154307,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0684,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.716041614,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1509,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.71554692586263,0.0026597145042422,not_significant
background_N,Prochlorococcus MED4,PMM0203,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,-0.7144956590369728,0.0155326427382338,not_significant
background_N,Prochlorococcus MED4,PMM0646,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.713234238,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0943,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,-0.710200309753416,0.157381533320451,not_significant
background_N,Prochlorococcus MED4,PMM0812,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-0.704907523,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1619,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-0.7,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1243,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-0.69768382,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1210,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.695710653,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0446,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,-0.695516904195148,0.404033571025935,not_significant
background_N,Prochlorococcus MED4,PMM0702,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.694985217,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0586,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,-0.693309466044104,0.159703735511549,not_significant
background_N,Prochlorococcus MED4,PMM0063,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.692933082580569,0.0525121830338065,not_significant
background_N,Prochlorococcus MED4,PMM0533,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.691820376,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0698,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,0.69,0.71,not_significant
background_N,Prochlorococcus MED4,PMM1715,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.688464800516763,0.088719876777003,not_significant
background_N,Prochlorococcus MED4,PMM0586,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.684411115,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0943,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,0.68,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1368,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.6797520563771339,0.0925546714105558,not_significant
background_N,Prochlorococcus MED4,PMM0702,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.679509489,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0563,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.679318745930993,0.297409760474708,not_significant
background_N,Prochlorococcus MED4,PMM1031,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.677813972,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1619,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.67422332,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0675,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.672796761,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1460,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,-0.671434259,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0175,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-0.671398735,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0018,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.667268716,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0489,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.666290703,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0360,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.666021417,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1361,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.665605722,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0533,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.665578929,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1216,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-0.665435512,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0635,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.663702312,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1517,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.661000128,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0094,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,-0.6607254883996062,0.0701956973580346,not_significant
background_N,Prochlorococcus MED4,PMM0313,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,-0.66,0.64,not_significant
background_N,Prochlorococcus MED4,PMM1715,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.657397768,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0574,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.656460444132487,0.144651386194396,not_significant
background_N,Prochlorococcus MED4,PMM0837,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.654010266,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0203,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,-0.652259508768716,0.0416838452967613,not_significant
background_N,Prochlorococcus MED4,PMM1361,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.650132788,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1405,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,0.65,0.66,not_significant
background_N,Prochlorococcus MED4,PMM0317,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,-0.648633639017738,0.610409549745909,not_significant
background_N,Prochlorococcus MED4,PMM1640,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.6420818675871475,0.0918052464856701,not_significant
background_N,Prochlorococcus MED4,PMM0315,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-0.64,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0574,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,-0.64,0.48,not_significant
background_N,Prochlorococcus MED4,PMM1405,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.638832673,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0260,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.637391345,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0837,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,-0.634740511576337,0.0882446148509271,not_significant
background_N,Prochlorococcus MED4,PMM0659,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.630577015,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1368,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-0.63,0.95,not_significant
background_N,Prochlorococcus MED4,PMM0586,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.628499131,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0529,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.628242261,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0129,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.62735116,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1913,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,-0.6265796800301889,0.0357112174405876,not_significant
background_N,Prochlorococcus MED4,PMM0489,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-0.624936085,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1634,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.624845822652176,0.000955321013891,not_significant
background_N,Prochlorococcus MED4,PMM0853,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,-0.622160369169203,0.1554596049545603,not_significant
background_N,Prochlorococcus MED4,PMM0441,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-0.62,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1715,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.614218319,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1216,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.613496758,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1551,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,0.613127627,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0698,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.611600961,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0295,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.609193611,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1534,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.608141423,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1534,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,-0.602425893147786,0.168696770407529,not_significant
background_N,Prochlorococcus MED4,PMM0563,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.600609922,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0239,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-0.6,0.83,not_significant
background_N,Prochlorococcus MED4,PMM0793,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,-0.5994516082441821,0.0926588156037063,not_significant
background_N,Prochlorococcus MED4,PMM0119,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-0.599169787,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1140,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.598649539,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0203,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.596065521240238,0.023170019247163,not_significant
background_N,Prochlorococcus MED4,PMM0384,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.594228426615394,0.0178873042546967,not_significant
background_N,Prochlorococcus MED4,PMM0239,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.594044642,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1368,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.591265649,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0313,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,-0.59,0.55,not_significant
background_N,Prochlorococcus MED4,PMM0586,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,-0.589841524759923,0.340146638381866,not_significant
background_N,Prochlorococcus MED4,PMM0033,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.588407964,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0175,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.587721047,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0702,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.584837753,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0878,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.582632832,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1534,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.57675555,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1102,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,-0.575139199,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1694,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-0.57,0.84,not_significant
background_N,Prochlorococcus MED4,PMM1715,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.569102287292479,0.0837682488514467,not_significant
background_N,Prochlorococcus MED4,PMM0574,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.563860257466634,0.328413866248571,not_significant
background_N,Prochlorococcus MED4,PMM0089,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,-0.560723940531413,0.146056905284732,not_significant
background_N,Prochlorococcus MED4,PMM1460,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.559837324,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1320,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,-0.558372649753564,0.1701340905607276,not_significant
background_N,Prochlorococcus MED4,PMM0681,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.5569361904090344,0.0474884916556425,not_significant
background_N,Prochlorococcus MED4,PMM0995,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,-0.554012429,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0793,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.553735889,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1405,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.551046361,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1509,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,0.55,0.93,not_significant
background_N,Prochlorococcus MED4,PMM0995,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.549603432,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0844,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,-0.548711927,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0489,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.54835516,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1694,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.548309107,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0659,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.545906097,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1257,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.545472462972003,0.0408168782148124,not_significant
background_N,Prochlorococcus MED4,PMM1509,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,0.54,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0129,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,-0.532576243082683,0.307476346921295,not_significant
background_N,Prochlorococcus MED4,PMM0586,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.531072987,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0441,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.529282564,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0313,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.528883108,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0119,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,-0.527344959,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1102,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.526778951,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1082,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.525672271,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0489,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.5254014927638728,0.0071189380420478,not_significant
background_N,Prochlorococcus MED4,PMM0635,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.523364708,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1056,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.520999703,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0175,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.519203503926595,0.080142393297825,not_significant
background_N,Prochlorococcus MED4,PMM1509,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.518161157,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0844,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.516268796,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0094,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.515665801,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1345,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.514494033,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0504,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.513594432,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1619,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,-0.512461026509604,0.03967352795152,not_significant
background_N,Prochlorococcus MED4,PMM0574,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.51228443,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0089,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,-0.509742736816403,0.099856643476891,not_significant
background_N,Prochlorococcus MED4,PMM1320,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.506551635,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0646,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,-0.504934310913088,0.31486710565853,not_significant
background_N,Prochlorococcus MED4,PMM1210,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,-0.504832292,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0033,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,0.504450204,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0990,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.501900672912596,0.205692145642808,not_significant
background_N,Prochlorococcus MED4,PMM1216,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.5016064278375609,0.4726625324426328,not_significant
background_N,Prochlorococcus MED4,PMM1102,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.499685013,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0529,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.499520619710286,0.122389789553671,not_significant
background_N,Prochlorococcus MED4,PMM0698,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.499418516,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1405,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.49667841,1.0,not_significant
background_N,Prochlorococcus MED4,PMM1509,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,-0.49327309926351,0.0578834009284135,not_significant
background_N,Prochlorococcus MED4,PMM0659,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.490917621,1.0,not_significant
background_N,Prochlorococcus MED4,PMM0504,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,-0.489344352,1.0,not_significant
